#1 Hawaiian Barbecue,Las Vegas,NV,40,3.500000,Restaurants; Hawaiian; Seafood; Barbeque
#1 Sushi,Phoenix,AZ,64,4.000000,Asian Fusion; Restaurants; Japanese; Sushi Bars
Burke in the Box,Las Vegas,NV,187,2.000000,American (Traditional); Restaurants; Food
Burma-Tokyo,Pittsburgh,PA,37,4.000000,Japanese; Restaurants; Food; Burmese
Burrito Bandidos,Toronto,ON,82,3.500000,Restaurants; Tex-Mex
Burrito Bandito,Phoenix,AZ,21,3.000000,Restaurants; Mexican
Burrito Bandito III,Phoenix,AZ,8,3.000000,Mexican; Restaurants
Burrito Borracho Montreal,Montreal,QC,11,3.000000,Restaurants; Mexican
Burrito Boss,Toronto,ON,6,4.500000,Restaurants; Mexican
Burrito Burrito,Toronto,ON,18,2.500000,Restaurants; Food; Mexican; Tex-Mex
Burrito Caliente Latin Grill,Toronto,ON,14,4.500000,Mexican; Latin American; Restaurants; Tex-Mex
Burrito Fresh,Toronto,ON,5,2.000000,Restaurants; Mexican
Burrito Gordito,Toronto,ON,38,4.000000,Restaurants; Food; Mexican
Burrito Loco,Toronto,ON,6,2.500000,Restaurants; Mexican
Burrito Place,Toronto,ON,61,3.000000,Mexican; Restaurants
Burrito Planet,Toronto,ON,20,2.500000,Restaurants; Barbeque; Sandwiches; Mexican
Burrito Revolucion,Montreal,QC,19,3.500000,Restaurants; Mexican
Burrito Shop,Montreal,QC,52,3.500000,Specialty Food; Mexican; Food; Restaurants; Ethnic Food; Grocery
Burrito's Juarez,Las Vegas,NV,23,4.000000,Mexican; Restaurants
Burritoville,Montreal,QC,61,4.000000,Restaurants; Vegetarian; Mexican
Burro Burrito,Toronto,ON,61,4.000000,Mexican; Restaurants
Burtons Grill & Bar of Charlotte,Charlotte,NC,231,4.000000,Seafood; American (New); Vegetarian; Restaurants; Gluten-Free
Burwood Distillery,Calgary,AB,5,5.000000,Landmarks & Historical Buildings; Public Services & Government; Distilleries; Cocktail Bars; Food; Restaurants; Bars; Canadian (New); Nightlife
Bus Terminal Diner,Toronto,ON,79,4.000000,Restaurants; Breakfast & Brunch; Diners
Bushi Udon Kappo,Toronto,ON,29,4.000000,Japanese; Restaurants; French
Buster Rhino's Southern BBQ,Toronto,ON,19,3.000000,Food; Barbeque; Restaurants
Buster's Dawg House,Las Vegas,NV,5,5.000000,Food Trucks; Food; Food Stands; Hot Dogs; Restaurants; Street Vendors
Buster's On the Lake,Scottsdale,AZ,36,3.500000,American (Traditional); Restaurants; Seafood
Buster's Sea Cove,Toronto,ON,12,3.500000,Seafood; Restaurants
Butcher And The Baker,Calgary,AB,15,3.500000,Bakeries; Sandwiches; Restaurants; Food
Butcher and the Brewer,Cleveland,OH,535,4.000000,Pubs; Nightlife; Food; Breweries; Bars; Beer; Wine & Spirits; Restaurants; American (New)
Butcher and the Rye,Pittsburgh,PA,809,4.500000,Butcher; Bars; American (New); Cocktail Bars; Nightlife; Food; Restaurants
Butler's Pantry,Toronto,ON,56,3.000000,Moroccan; Restaurants; Asian Fusion; Vegetarian; Comfort Food; Indian
Butter Avenue Yonge & Lawrence,Toronto,ON,149,4.000000,Desserts; Food; Bakeries; Restaurants; Cafes
Butter Chicken Factory,Toronto,ON,86,3.500000,Indian; Restaurants; Food; Buffets; Food Delivery Services
Butter Chicken Hut,Calgary,AB,9,4.500000,Indian; Restaurants
Butter Chicken Roti,Toronto,ON,43,3.500000,Indian; Restaurants
Butterchick,Toronto,ON,5,3.000000,Indian; Restaurants
Butterfield's Pancake House,Scottsdale,AZ,879,4.500000,Sandwiches; Breakfast & Brunch; Restaurants; American (Traditional)
Butterfly Wonderland,Scottsdale,AZ,404,4.000000,Active Life; Cafes; Cultural Center; Arts & Entertainment; Museums; Zoos; Botanical Gardens; Amusement Parks; Event Planning & Services; Venues & Event Spaces; Restaurants; Kids Activities
Butterjoint,Pittsburgh,PA,182,4.000000,Nightlife; American (New); Bars; Restaurants
Buttermilk Fine Waffles,Calgary,AB,78,3.500000,Belgian; Bakeries; Food; Waffles; Comfort Food; Restaurants
Butters Pancakes & Cafe,Scottsdale,AZ,1278,4.500000,Restaurants; Wraps; Waffles; Coffee & Tea; Breakfast & Brunch; Cafes; Gluten-Free; Food; American (Traditional); Sandwiches
Buvette Chez Simone,Montreal,QC,103,4.500000,Bars; Wine Bars; Restaurants; Tapas/Small Plates; American (New); Nightlife
Buzios Seafood Restaurant,Las Vegas,NV,102,3.500000,Restaurants; Seafood
Buzz BBQ,Las Vegas,NV,105,3.500000,Restaurants; Barbeque
Buzzberry,Scottsdale,AZ,251,3.500000,Coffee & Tea; American (Traditional); Breakfast & Brunch; Beer; Wine & Spirits; Food; Bakeries; Restaurants; Juice Bars & Smoothies; Comfort Food
Buzznbeez Food Truck,Phoenix,AZ,104,4.000000,Street Vendors; Event Planning & Services; Food Trucks; Seafood; Cajun/Creole; American (New); Food; Caterers; Chicken Wings; Restaurants
BV Pub and Pizzeria,Charlotte,NC,45,4.000000,Restaurants; Pizza; Chicken Wings; Italian
Bw-3,Cleveland,OH,3,2.000000,Restaurants; American (Traditional)
By The Inch Pizza Caffe,Las Vegas,NV,10,4.000000,Pizza; Restaurants
By The Way,Toronto,ON,80,3.500000,Mexican; Mediterranean; Restaurants; Middle Eastern
Byblos,Toronto,ON,700,4.500000,Restaurants; Middle Eastern; Mediterranean
Byblos - Le Petit Cafe,Montreal,QC,71,4.000000,Breakfast & Brunch; Persian/Iranian; Middle Eastern; Restaurants
Byblos Cafe & Pastries,Las Vegas,NV,5,4.500000,Mediterranean; Greek; Food; Middle Eastern; Restaurants; Bakeries
Bylo Gyro Bob's,Cleveland,OH,19,4.500000,Sandwiches; Restaurants
Bymark,Toronto,ON,154,3.500000,American (New); Canadian (New); Restaurants
Byte Cafe,Cleveland,OH,37,4.500000,Sandwiches; Coffee & Tea; Specialty Food; Soup; Food; Restaurants; Salad; Cafes
Bytes Cafe,Charlotte,NC,12,3.000000,Coffee & Tea; Breakfast & Brunch; Cafes; Restaurants; American (Traditional); Food
Bywater Tavern,Cleveland,OH,3,4.000000,Cajun/Creole; Bars; Chicken Wings; Jazz & Blues; Breakfast & Brunch; Cocktail Bars; Arts & Entertainment; Mexican; Tacos; American (New); Pubs; Nightlife; Restaurants
Bywoods,Toronto,ON,6,3.500000,Restaurants; Mediterranean
Byzantium,Toronto,ON,57,4.000000,Gay Bars; Bars; American (New); Canadian (New); Nightlife; Restaurants
BZ's Bar and Grill,Pittsburgh,PA,79,3.000000,Restaurants; Nightlife; Bars; American (New)
Banh Cuon Thanh Truc,Toronto,ON,26,3.500000,Restaurants; Vietnamese
Banh Mi 79,Montreal,QC,6,3.500000,Vietnamese; Sandwiches; Restaurants
Banh Mi Banh Yiu,Montreal,QC,25,4.500000,Desserts; Food; Restaurants; Sandwiches; Salad
Baton Rouge,Calgary,AB,12,3.000000,Cajun/Creole; American (Traditional); Restaurants; Barbeque; Steakhouses
Bemol & Levian,Montreal,QC,3,4.000000,Restaurants; Bakeries; Coffee & Tea; Sandwiches; Food; Patisserie/Cake Shop
C & Dubbs Hamburgers,Mississauga,ON,71,3.500000,Burgers; Hot Dogs; Restaurants
C B Drive Inn,Calgary,AB,37,3.500000,Restaurants; Fast Food; Burgers
C C's Home Made Food,Pittsburgh,PA,6,4.000000,American (Traditional); Sandwiches; American (New); Breakfast & Brunch; Restaurants
C House Lounge Cafe,Toronto,ON,10,2.000000,Nightlife; Lounges; Restaurants; Food; Bars; Italian; Coffee & Tea
C R Buns,Las Vegas,NV,12,2.500000,American (Traditional); Restaurants
C Stores,Toronto,ON,3,4.500000,Delis; Convenience Stores; Food; Restaurants
C Thai,Montreal,QC,15,4.500000,Restaurants; Thai
C Town Pizza,Cleveland,OH,3,3.000000,Restaurants; Pizza
C&C Supermarket,Toronto,ON,7,4.000000,Restaurants; Food; Grocery; Specialty Food; Food Court; Seafood Markets
C'ChoColat,Montreal,QC,158,4.000000,Restaurants; Creperies; Specialty Food; Food; Chocolatiers & Shops; Sandwiches
C'est Bon,Toronto,ON,33,3.000000,Chinese; Restaurants
C'est si Bon,Montreal,QC,4,4.500000,Pubs; Karaoke; Korean; Restaurants; Bars; Nightlife
C'est What,Toronto,ON,311,3.500000,Music Venues; Breweries; Burgers; Pubs; Nightlife; Comfort Food; Bars; Food; Restaurants; Canadian (New); Arts & Entertainment
C'estlavie,Cleveland,OH,5,3.000000,Restaurants; Bars; American (New); Lounges; Nightlife
C'mon Let's Eat,Cleveland,OH,3,2.500000,Food; Soup; Restaurants; Desserts
C.B.M. French bistro,Las Vegas,NV,3,5.000000,Restaurants; Food; Coffee & Tea; French
C15 Pizza,Montreal,QC,7,4.000000,Restaurants; Pizza
C2,Cleveland,OH,21,3.000000,Restaurants; Breakfast & Brunch; American (New); Mediterranean
C3 Kitchen,Scottsdale,AZ,65,4.000000,Coffee & Tea; Cafes; Diners; Breakfast & Brunch; American (New); Food; Restaurants
C4 Centre,Toronto,ON,3,1.500000,Active Life; Restaurants; Cafes; Bowling
C5 Restaurant,Toronto,ON,26,3.000000,Restaurants; Nightlife; Bars; Lounges
Cabal,Toronto,ON,13,3.000000,Restaurants; Gastropubs
Caballero,Montreal,QC,3,3.500000,Restaurants; Tapas/Small Plates
Cabana,Las Vegas,NV,10,4.000000,Nightlife; Bars; Sandwiches; Restaurants
Cabana Club,Phoenix,AZ,3,4.500000,Cocktail Bars; Seafood; Bars; Nightlife; Restaurants; Resorts; Sandwiches; Hotels & Travel
Cabana Grill,Las Vegas,NV,32,3.500000,American (Traditional); Sandwiches; Restaurants; Cafes
Cabana Pool Bar,Toronto,ON,63,3.000000,Lounges; Venues & Event Spaces; Active Life; Swimming Pools; Bars; Restaurants; Nightlife; Event Planning & Services
Cabane Hot-Dogs,Montreal,QC,8,4.000000,Food; Barbeque; Specialty Food; Restaurants; Fast Food; Hot Dogs
Cabano's Comfort Food,Toronto,ON,15,4.500000,Burgers; Comfort Food; Sandwiches; Restaurants; American (Traditional)
Cabaret du Roy,Montreal,QC,6,4.000000,Canadian (New); Caribbean; Restaurants; Gastropubs
Cabanas,Montreal,QC,11,4.500000,Salvadoran; Restaurants; Latin American
Cabbagetown Brew,Toronto,ON,10,4.500000,Cafes; Italian; Restaurants; Canadian (New); Local Flavor
Cabbagetown Kitchen,Toronto,ON,4,2.000000,Barbeque; Burgers; Chicken Wings; Restaurants
Cabin Fever,Toronto,ON,30,4.500000,Arts & Entertainment; Bars; Vinyl Records; Pubs; Art Galleries; Restaurants; Nightlife; Arcades; Shopping; Cafes; Food; Books; Mags; Music & Video; Coffee & Tea
Cabo Fish Taco,Charlotte,NC,1095,4.000000,Latin American; Mexican; Seafood; Restaurants; Tex-Mex
Cabo Wabo Cantina,Las Vegas,NV,1312,3.500000,Arts & Entertainment; Mexican; Breakfast & Brunch; Nightlife; Restaurants; Music Venues; Bars
Cabo's Mexican Cuisine and Cantina,Charlotte,NC,134,4.000000,Mexican; Restaurants
Caboose Coffee House,Toronto,ON,7,4.000000,Sandwiches; Restaurants; Food; Coffee & Tea; Cafes; Soup
Cabotins,Montreal,QC,11,4.000000,Breakfast & Brunch; French; Restaurants
Cacao 70,Montreal,QC,81,3.500000,Specialty Food; Food; Restaurants; Breakfast & Brunch; Chocolatiers & Shops; Creperies; Cafes; Desserts
Cacao 70 Dip Shop,Montreal,QC,4,5.000000,Chocolatiers & Shops; Restaurants; Food; Breakfast & Brunch; Specialty Food; Desserts; Ice Cream & Frozen Yogurt; Cafes
Cacao 70 Eatery,Calgary,AB,18,4.500000,Food; Chocolatiers & Shops; Specialty Food; Desserts; Breakfast & Brunch; Fondue; Restaurants
Cacao 70 Eatery & Dip Shop,Toronto,ON,49,3.000000,Food Court; Restaurants; Food; Desserts; Specialty Food; Bakeries; Chocolatiers & Shops
Cacao 70 Factory,Montreal,QC,4,3.500000,Restaurants; Cafes; Chocolatiers & Shops; Specialty Food; Food
Cacao 70 Sweet House,Montreal,QC,5,3.000000,Cafes; Food; Chocolatiers & Shops; Breakfast & Brunch; Specialty Food; Ice Cream & Frozen Yogurt; Restaurants; Desserts
Cachitos,Montreal,QC,13,4.000000,Food; Bakeries; Venezuelan; Restaurants; Cafes; Latin American
Cacique Grill,Montreal,QC,31,4.000000,Latin American; Venezuelan; Restaurants
Cactus Cafe,Las Vegas,NV,10,5.000000,American (Traditional); Persian/Iranian; Restaurants; Food Stands
Cactus Club Cafe,Calgary,AB,141,4.500000,Canadian (New); Bars; Restaurants; Nightlife; Cafes; American (New); Cocktail Bars
Cactus Corn,Phoenix,AZ,5,4.000000,Stadiums & Arenas; Food Stands; Restaurants; Specialty Food; Arts & Entertainment; Shaved Ice; Food Trucks; Food; Event Planning & Services; Street Vendors; Desserts; Caterers; Popcorn Shops
Cactus Jack's Bar and Grill,Phoenix,AZ,68,3.500000,Arts & Entertainment; Bars; Music Venues; Restaurants; American (Traditional); Karaoke; Nightlife; Dive Bars
Cactus Jacks Saloon,Las Vegas,NV,52,3.500000,Pizza; Beer; Wine & Spirits; Food; Restaurants; Nightlife; American (Traditional); Chicken Wings; Sports Bars; Bars
Cactus Sandwiches & BBQ chicken,Toronto,ON,4,5.000000,Barbeque; Mediterranean; Sandwiches; Restaurants; Halal
Cactus Tavern,Phoenix,AZ,52,4.500000,Restaurants; Bars; Nightlife; Pubs; Burgers; Sports Bars; Sandwiches
Cadence Coffee,Calgary,AB,54,4.000000,Restaurants; Coffee & Tea; Food; Cafes; Local Flavor
Cadet,Montreal,QC,76,4.500000,Canadian (New); Bars; Nightlife; Restaurants; Wine Bars
Cadillac Jenkins,Toronto,ON,13,4.500000,Caribbean; Tapas/Small Plates; Restaurants
Cadillac Mexican Kitchen & Tequila Bar,Las Vegas,NV,156,4.000000,Steakhouses; Nightlife; Seafood; Restaurants; American (Traditional); Mexican; Bars; Sports Bars
Cadillac Ranch,Las Vegas,NV,85,2.500000,Restaurants; American (Traditional)
Cadillac To Go,Las Vegas,NV,11,3.000000,Restaurants; Mexican
Caesar's Steak House,Calgary,AB,77,3.500000,Steakhouses; Shopping; Restaurants
Cafe 100 %,Calgary,AB,42,3.500000,Cafes; Restaurants
Cafe 1010,Phoenix,AZ,10,4.000000,Sandwiches; Cafes; Breakfast & Brunch; Restaurants; Burgers; Food
Cafe 109,Las Vegas,NV,7,4.000000,Thai; Restaurants; Cafes
Cafe 1100 Express,Cleveland,OH,3,4.000000,Delis; Restaurants
Cafe 16,Calgary,AB,12,2.500000,Food; Cafes; Bubble Tea; Restaurants; Japanese; Juice Bars & Smoothies
Cafe 17,Cleveland,OH,3,5.000000,Restaurants; Cafes
Cafe 1845,Cleveland,OH,9,3.000000,Restaurants; Event Planning & Services; Caterers
Cafe 316,Las Vegas,NV,8,4.000000,Juice Bars & Smoothies; Food; Restaurants; Cafes; Internet Cafes
Cafe 55,Cleveland,OH,13,3.500000,Food; Cafes; Breakfast & Brunch; Restaurants; Coffee & Tea
Cafe 56,Cleveland,OH,50,3.500000,Salad; Sandwiches; Soup; Restaurants
Cafe 668,Toronto,ON,47,3.000000,Vegetarian; Restaurants; Vietnamese; Asian Fusion
Cafe 808,Pittsburgh,PA,15,3.500000,Event Planning & Services; Coffee & Tea; Caterers; Restaurants; Food; Salad; Sandwiches
Cafe 86,Las Vegas,NV,276,4.500000,Desserts; Bakeries; Restaurants; Food; Cafes; Coffee & Tea
Cafe Ah-Roma,Cleveland,OH,41,3.500000,Coffee & Tea; Restaurants; Food
Cafe Americano,Pittsburgh,PA,5,4.000000,Food; Creperies; Coffee & Tea; Restaurants; Breakfast & Brunch
Cafe Aroma Paninoteca,Montreal,QC,5,4.500000,Desserts; Food; Sandwiches; Restaurants; Coffee & Tea; Cafes
Cafe Asia,Montreal,QC,16,3.000000,Asian Fusion; Restaurants
Cafe At 6100,Charlotte,NC,4,3.000000,Cafes; Restaurants
Cafe At Desert Ridge,Phoenix,AZ,41,4.000000,Salad; American (New); Diners; Breakfast & Brunch; Restaurants; Cafes; Tapas/Small Plates
Cafe at Harrah's,Las Vegas,NV,75,2.000000,American (Traditional); Breakfast & Brunch; Restaurants
Cafe At the Lofts,Pittsburgh,PA,13,4.000000,Restaurants; Delis
Cafe Aunja,Montreal,QC,65,4.000000,Food; Cafes; Restaurants
Cafe Ba-Ba-Reeba,Las Vegas,NV,96,3.500000,Spanish; Restaurants; Tapas Bars
Cafe Bar Pasta,Toronto,ON,24,4.000000,Cafes; Restaurants; Italian
Cafe Bellagio,Las Vegas,NV,896,3.500000,Sandwiches; Cafes; American (New); Burgers; American (Traditional); Restaurants
Cafe Belle Madeleine,Las Vegas,NV,233,3.500000,Food; Bakeries; Cafes; Restaurants
Cafe Belong,Toronto,ON,91,3.000000,Restaurants; Cafes
Cafe Bistro L'amandier,Montreal,QC,3,4.000000,Restaurants; Cafes
Cafe Bistro Mon Plaisir,Montreal,QC,28,4.500000,French; Cafes; Canadian (New); Breakfast & Brunch; Food; Restaurants; Coffee & Tea
Cafe Bistro Serafim,Montreal,QC,18,3.000000,Food; Grocery; Coffee & Tea; Delis; Restaurants
Cafe Blanca,Calgary,AB,21,4.500000,Coffee & Tea; Food; Restaurants; Cafes
Cafe Bon Appetit,Cleveland,OH,50,4.500000,Restaurants; Sandwiches; Creperies; Irish; Middle Eastern; Mediterranean; Food
Cafe Bora,Toronto,ON,37,3.500000,Desserts; Korean; Restaurants; Food; Ice Cream & Frozen Yogurt
Cafe Breizh,Las Vegas,NV,349,4.500000,Food; Cafes; French; Breakfast & Brunch; Bakeries; Restaurants; Creperies
Cafe California Restaurant,Toronto,ON,67,3.500000,American (New); Restaurants; Event Planning & Services; Caterers; Mediterranean; American (Traditional)
Cafe CanCan,Toronto,ON,71,3.500000,French; Bistros; Restaurants; Cafes
Cafe Carumba,Scottsdale,AZ,60,3.500000,Restaurants; American (Traditional); Mexican; Tapas Bars; American (New); Latin American; Breakfast & Brunch
Cafe Central,Charlotte,NC,8,2.500000,Burgers; Sports Bars; Nightlife; Bars; Restaurants
Cafe Chenar,Phoenix,AZ,22,5.000000,Kosher; Uzbek; Russian; Restaurants
Cafe Chloe,Las Vegas,NV,45,4.000000,Restaurants; Italian
Cafe Chocolata,Mississauga,ON,3,4.000000,Restaurants; Cafes
Cafe Cinquecento,Toronto,ON,10,3.000000,Restaurants; Italian
Cafe Cocoro,Toronto,ON,20,4.500000,Restaurants; Bakeries; Desserts; Food; Coffee & Tea; Cafes; Korean
Cafe Cortez,Las Vegas,NV,78,3.500000,Restaurants; Cafes; American (Traditional)
Cafe Crepe,Toronto,ON,314,3.500000,Coffee & Tea; Breakfast & Brunch; Creperies; Food; Restaurants
Cafe Cultivate,Phoenix,AZ,18,5.000000,Restaurants; Breakfast & Brunch; Cafes; American (Traditional); Internet Cafes; Coffee & Tea; Food; Salad
Cafe D Taj,Toronto,ON,13,4.000000,Restaurants; Bangladeshi
Cafe D'oro,Mississauga,ON,4,3.000000,Italian; Restaurants
Cafe de Cebu,Las Vegas,NV,93,3.000000,Beer; Wine & Spirits; Food; Nightlife; Karaoke; Hawaiian; Restaurants; Seafood; Filipino
Cafe de Japon,Las Vegas,NV,89,4.000000,Coffee & Tea; Japanese; Cafes; Restaurants; Food
Cafe De Khan,Mississauga,ON,68,3.500000,Pakistani; Restaurants; Indian
Cafe de Khan,Mississauga,ON,20,3.500000,Restaurants; Pakistani
Cafe de Noir,Pittsburgh,PA,10,4.500000,Food; Sandwiches; Coffee Roasteries; Internet Cafes; Coffee & Tea; Restaurants
Cafe de Paris,Toronto,ON,45,2.500000,Food; Cafes; Coffee & Tea; Restaurants; Ice Cream & Frozen Yogurt; Desserts
Cafe Deia,Las Vegas,NV,14,3.500000,Restaurants; Tapas Bars; Burgers
Cafe Derbi,Las Vegas,NV,26,3.000000,Restaurants; Cafes
Cafe Des Beaux Arts,Montreal,QC,4,3.000000,Restaurants; Cafes
Cafe Desserts Etc,Montreal,QC,19,4.000000,Event Planning & Services; Desserts; Food; Restaurants; Macarons; Caterers; Custom Cakes; Breakfast & Brunch; Specialty Food
Cafe Diem,Las Vegas,NV,16,4.000000,Restaurants; American (Traditional); Breakfast & Brunch
Cafe Diplomatico Restaurant & Pizzeria,Toronto,ON,177,3.000000,Caterers; Breakfast & Brunch; Bars; Pizza; Restaurants; Event Planning & Services; Gluten-Free; Italian; Nightlife
Cafe Du Jour,Pittsburgh,PA,174,4.500000,Restaurants; Modern European; Mediterranean; French
Cafe du Lac,Toronto,ON,13,3.000000,French; Restaurants
Cafe Echelon,Cleveland,OH,3,5.000000,Restaurants; Soul Food
Cafe El Mundo Cubano,Las Vegas,NV,56,3.500000,Nightlife; Tapas Bars; Bars; Restaurants; Cuban; Lounges; Dance Clubs
Cafe Emina,Phoenix,AZ,4,5.000000,Restaurants
Cafe Euro,Pittsburgh,PA,4,2.000000,Italian; Restaurants
Cafe Falafel,Cleveland,OH,64,4.500000,Restaurants; Food Delivery Services; American (New); Falafel; Food; Mediterranean; Middle Eastern
Cafe Fiesta,Charlotte,NC,3,3.000000,Sandwiches; Restaurants
Cafe Fifth Ave,Pittsburgh,PA,20,3.000000,Restaurants; Cafes
Cafe Florentin,Toronto,ON,3,3.500000,Breakfast & Brunch; Food; Coffee & Tea; Restaurants
Cafe Forte,Scottsdale,AZ,94,4.000000,Italian; American (New); Restaurants; Vegan
Cafe Fresco,Calgary,AB,19,5.000000,Restaurants; Coffee & Tea; Food; Cafes
Cafe Gelato,Toronto,ON,4,4.500000,Food; Ice Cream & Frozen Yogurt; Sandwiches; Restaurants
Cafe Heidelberg German Market & Restaurant,Las Vegas,NV,47,3.500000,German; Restaurants; Beer; Wine & Spirits; Food; Delis
Cafe Hookah,Las Vegas,NV,3,3.500000,Lounges; Greek; Bars; Restaurants; Nightlife; Mediterranean
Cafe I Ching,Montreal,QC,3,3.500000,Restaurants; Chinese; Vegetarian
Cafe Imagination,Montreal,QC,35,3.000000,Breakfast & Brunch; Restaurants
Cafe International,Charlotte,NC,4,4.000000,Cafes; Restaurants
Cafe io,Pittsburgh,PA,106,4.000000,American (Traditional); Restaurants; Cafes; American (New); Delis
Cafe Iris,Toronto,ON,3,3.500000,Restaurants; Cafes
Cafe Java U,Montreal,QC,5,2.500000,Restaurants; Food; Coffee & Tea; Sandwiches
Cafe Joe,Montreal,QC,20,4.000000,Restaurants; Food; Cafes; French; Coffee & Tea; Breakfast & Brunch; Local Flavor
Cafe Jules,Toronto,ON,18,4.500000,Restaurants; French; Bakeries; Coffee & Tea; Food
Cafe Koi,Calgary,AB,69,4.000000,Canadian (New); Music Venues; Vegan; Arts & Entertainment; American (New); Restaurants; Nightlife; Vegetarian; Asian Fusion
Cafe La Bella,Phoenix,AZ,5,3.000000,Italian; Restaurants
Cafe La Roche,Toronto,ON,4,3.000000,Restaurants; Mediterranean
Cafe Landwer,Toronto,ON,48,4.000000,Cafes; Restaurants
Cafe Local,Montreal,QC,10,2.500000,Cafes; Restaurants
Cafe Lola,Pittsburgh,PA,5,3.000000,Cafes; Restaurants
Cafe Luhena,Las Vegas,NV,40,5.000000,Cafes; Breakfast & Brunch; Ethiopian; African; Restaurants
Cafe Luna D'oro,Montreal,QC,9,4.500000,French; Cafes; Restaurants
Cafe Martha,Scottsdale,AZ,16,4.000000,Cafes; Restaurants; Sandwiches
Cafe Mastrioni,Las Vegas,NV,3,1.500000,Italian; Restaurants
Cafe Mayakovsky,Las Vegas,NV,253,4.500000,Russian; Cafes; Restaurants
Cafe Medina,Calgary,AB,15,2.000000,Restaurants; Cafes; Canadian (New); Bars; Nightlife; American (New); Hookah Bars
Cafe Mediterranean,Calgary,AB,31,3.500000,Mediterranean; Pizza; Hookah Bars; Greek; Bars; Nightlife; Restaurants
Cafe Mei,Montreal,QC,13,3.500000,Cafes; Asian Fusion; Restaurants
Cafe Miami,Cleveland,OH,62,4.500000,American (Traditional); Cafes; Restaurants; Cuban; Sandwiches; Diners
Cafe Milano,Pittsburgh,PA,71,3.500000,Pizza; Italian; Restaurants
Cafe Mitz,Las Vegas,NV,9,3.500000,Restaurants; Japanese
Cafe Moda,Las Vegas,NV,179,3.000000,Filipino; Party & Event Planning; Venues & Event Spaces; Nightlife; Bars; Restaurants; Karaoke; Event Planning & Services; Dance Clubs
Cafe Modena,Las Vegas,NV,67,3.000000,Desserts; Seafood; Pizza; Restaurants; American (Traditional); Italian; Sandwiches; Food
Cafe Moi,Toronto,ON,10,3.500000,Vegetarian; Gluten-Free; Cafes; Restaurants
Cafe Momoko,Calgary,AB,43,4.500000,Barbeque; Japanese; Restaurants; Korean
Cafe Monarch,Scottsdale,AZ,687,4.500000,American (New); Wine Bars; Bars; Nightlife; American (Traditional); Cocktail Bars; Desserts; Food; Restaurants; Breakfast & Brunch
Cafe Monte,Charlotte,NC,455,4.000000,Bakeries; Restaurants; French; Breakfast & Brunch; Food
Cafe Monterey,Toronto,ON,5,4.000000,American (Traditional); Canadian (New); Restaurants
Cafe Moulin,Pittsburgh,PA,219,4.000000,Restaurants; Breakfast & Brunch; Coffee & Tea; French; Food; Creperies; Cafes
Cafe Mucho Gusto,Montreal,QC,6,4.000000,Cafes; Food; Coffee & Tea; Internet Cafes; Restaurants
Cafe Neon,Toronto,ON,57,4.000000,Food; Restaurants; Cafes
Cafe Nikki,Las Vegas,NV,3,2.000000,American (Traditional); Restaurants; Cafes
Cafe Nirvana,Charlotte,NC,41,3.500000,Indian; Pakistani; Restaurants
Cafe No Fur,Las Vegas,NV,56,3.500000,Vegan; American (New); Restaurants; Cafes; Bubble Tea; Specialty Food; Food; Ice Cream & Frozen Yogurt; Comfort Food; Health Markets; Juice Bars & Smoothies; American (Traditional); Breakfast & Brunch
Cafe Noodle & Chinese Barbeque,Las Vegas,NV,244,3.000000,Restaurants; Chinese; Noodles; Barbeque
Cafe Nordstrom,Scottsdale,AZ,4,3.000000,Restaurants; Salad; Cafes; Coffee & Tea; Food
Cafe North,Scottsdale,AZ,11,4.000000,Restaurants; Food; Cafes; Coffee & Tea; Juice Bars & Smoothies; Sandwiches
Cafe Novo,Toronto,ON,47,3.500000,Food; Restaurants; Coffee & Tea; Cafes
Cafe Nuna,Toronto,ON,9,4.000000,Nightlife; Food; Breakfast & Brunch; Coffee & Tea; Bars; Restaurants; Beer Bar
Cafe Ola Appetite!,Pittsburgh,PA,6,4.500000,Restaurants; American (New)
Cafe on the corner,Pittsburgh,PA,3,5.000000,Cafes; Southern; Restaurants
Cafe On the Square,Toronto,ON,19,2.500000,Coffee & Tea; Breakfast & Brunch; Restaurants; Food
Cafe On The Strip,Pittsburgh,PA,29,3.000000,Diners; American (New); Restaurants
Cafe On The Way,Phoenix,AZ,3,5.000000,Food; Coffee & Tea; Juice Bars & Smoothies; Cafes; Food Delivery Services; Restaurants
Cafe Palma,Toronto,ON,4,3.000000,Food; Sandwiches; Restaurants
Cafe Pan,Las Vegas,NV,89,2.000000,Bakeries; Bagels; Creperies; Food; Coffee & Tea; Restaurants
Cafe Pardes,Montreal,QC,3,4.500000,Restaurants; Cafes; Breakfast & Brunch; Desserts; Food
Cafe Paris French Bistro & Catering,Scottsdale,AZ,128,4.500000,Specialty Food; Food; Restaurants; Sandwiches; French; Breakfast & Brunch; Creperies
Cafe Phix MidTown,Cleveland,OH,10,4.500000,Cafes; Restaurants; Sandwiches; Coffee & Tea; Food
Cafe Pho Nho,Toronto,ON,69,3.500000,Nightlife; Asian Fusion; Restaurants; Vietnamese; Bars
Cafe Pleiade,Toronto,ON,7,3.500000,Mediterranean; Restaurants; Cafes; French
Cafe Plenty,Toronto,ON,13,3.000000,Restaurants; Cafes
Cafe Pranzo,Scottsdale,AZ,7,4.500000,Food; Cafes; Breakfast & Brunch; Coffee & Tea; Restaurants
